Text,entities,entity_types,UniNER
"In an analogy to standard deviation , taking the square root of MSE yields the root-mean-square error or root-mean-square deviation ( RMSE or RMSD ) , which has the same units as the quantity being estimated ; for an unbiased estimator , the RMSE is the square root of the variance , known as the standard error .","['standard deviation', 'root-mean-square error', 'root-mean-square deviation', 'RMSE', 'RMSD', 'RMSE', 'standard error']","['General_Concept', 'General_Concept', 'General_Concept', 'General_Concept', 'General_Concept', 'General_Concept', 'General_Concept']","defaultdict(<class 'list'>, {'General_Concept': ['[]']})"
"Using one gigabit per second of network bandwidth , ZMap can scan the entire IPv4 address space in 44 minutes on a single port .","['ZMap', 'IPv4', 'address space', 'port']","['Protocol', 'Protocol', 'General_Concept', 'Protocol']","defaultdict(<class 'list'>, {'Protocol': ['[""IPv4""]'], 'General_Concept': ['[]']})"
"The final approved ISO standard was approved and published in late 2002 . Fujitsu/GTSoftware , Micro Focus and RainCode introduced object-oriented COBOL compilers targeting the .NET Framework . There were many other new features , many of which had been in the CODASYL COBOL Journal of Development since 1978 and had missed the opportunity to be included in COBOL-85 . Improved interoperability with other programming languages and framework environments such as .NET and Java .","['ISO', 'object-oriented', '.NET Framework', 'CODASYL', 'framework environments', '.NET', 'Java']","['General_Concept', 'Language', 'Application', 'Language', 'Application', 'Application', 'Language']","defaultdict(<class 'list'>, {'Language': ['[""COBOL"", ""Java""]'], 'Application': ['[]'], 'General_Concept': ['[]']})"
Synnefo is modular in nature and consists of the following components :,['Synnefo'],['General_Concept'],"defaultdict(<class 'list'>, {'General_Concept': ['[""modular""]']})"
"A Russian fan under the pseudonym "" MAN-Biker "" leaked gameplay footage of Warcraft Adventures via a YouTube video in 2010 .","['Warcraft Adventures', 'YouTube video']","['Application', 'General_Concept']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]']})"
The garbage collector used by .NET Framework is also generational .,"['garbage collector', '.NET Framework']","['General_Concept', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]']})"
"A game console based on the ZX Spectrum 48 , developed by the Brest Special Design Bureau "" Zapad "" and produced by the "" Tsvetotron "" plant . Cartridges are a board with ROM chips and a page decoder ( the cartridge is accessed through 16K pages ) . A Spectrum-compatible computer based on the Zilog Z380 ( a 32-bit version of the Z80 , capable of running at 40 MHz ) . The Arus ( ru : Арус ) is a ZX Spectrum clone based on the Pentagon .","['ZX Spectrum', 'ROM chips', 'Zilog Z380', 'Z80', 'at', 'ZX Spectrum', 'clone', 'Pentagon']","['Operating_System', 'Device', 'Device', 'General_Concept', 'Operating_System', 'Operating_System', 'General_Concept', 'Device']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'General_Concept': ['[]'], 'Device': ['[""Cartridges""]']})"
"Hypnos Entertainment developed a patch in response to several game issues , including crashes and the putting problem .",['crashes'],['General_Concept'],"defaultdict(<class 'list'>, {'General_Concept': ['[]']})"
"For example , intelligent agents that perform complex cognitive tasks without any need for human intervention have been used in a range of decision support applications .","['intelligent agents', 'decision support']","['General_Concept', 'Application']","defaultdict(<class 'list'>, {'Application': ['[""decision support applications""]'], 'General_Concept': ['[""intelligent agents"", ""cognitive tasks"", ""human intervention"", ""decision support applications""]']})"
"However , the philosophical foundations for Digital Earth can be more closely aligned with the increased awareness of global changes and the need to better understand the concepts of sustainability for the planet 's survival .",['Digital Earth'],['General_Concept'],"defaultdict(<class 'list'>, {'General_Concept': ['[""global changes"", ""concepts of sustainability"", ""planet \'s survival""]']})"
The resulting models can be translated to physical database designs using formalized rules .,['database'],['General_Concept'],"defaultdict(<class 'list'>, {'General_Concept': ['[""models"", ""physical database designs"", ""formalized rules""]']})"
"This meant a few changes , most of them leading to lower prices , but also lower performance : Most notably , the hard drives of the 580 were IDE drives instead of SCSI drives . Also , the video RAM was no longer mounted on a SIMM , but used 1 MB of the 4 MB of main RAM soldered to the motherboard . Lastly , the Trinitron display of the 575 was replaced with a cheaper shadow mask screen , causing a slight change in the plastic case surrounding the CRT . One benefit of this change was the ability to accommodate the same video capture and TV tuner cards designed for the Performa 630 .","['hard drives', 'IDE drives', 'SCSI', 'RAM', 'SIMM', 'RAM', 'shadow mask', 'CRT', 'TV tuner cards', 'Performa 630']","['Device', 'Protocol', 'Architecture', 'Architecture', 'General_Concept', 'Architecture', 'General_Concept', 'Device', 'Device', 'Device']","defaultdict(<class 'list'>, {'Protocol': ['[""IDE"", ""SCSI""]'], 'General_Concept': ['[]'], 'Architecture': ['[]'], 'Device': ['[""video capture"", ""TV tuner cards""]']})"
"+ Models of the Rolleiflex series 6000 Model Period produced Description Rolleiflex SLX ( "" old face "" ) 1974/1976 -1979 forerunner to the System 6000 Rolleiflex SLX ( "" new face "" ) 1978-1984/1985 improved electronics Rolleiflex SLX metric 1981-1984 special version with Réseau plate for photogrammetry Rolleiflex 6002 1984-1990 or 1985/1986 -1991 without interchangeable back or TTL metering Rolleiflex 6006 1983/1984-1986/1989 with interchangeable back and TTL metering Rolleiflex 6006 metric 1984-1999 special version of 6006 with Réseau plate for photogrammetry , variants with 8 or 121 crosses exist Rolleiflex 6006 mod2 1987-1988 or 1989-1993 multiple exposures ( bracketing ) Rolleiflex 6008 professional 1988-1992 open-aperture metering , spot metering , hand-grip , viewfinder information Rolleiflex 6008 LR professional ? special version of 6008 professional with long-film magazine Rolleiflex 6008 metric ? special version of 6008 professional with Réseau plate for photogrammetry , variants with 9 or 121 crosses exist Rolleiflex 6008 professional SRC 1000 1992-1995 or 1994-1996 ? with PQS lenses up to 1/1000 second , ScanPack interface ( SRC ) Rolleiflex 6008 ChipPack metric ?","['Rolleiflex', 'Rolleiflex', 'Rolleiflex', 'Rolleiflex', 'Réseau plate', 'photogrammetry', 'Rolleiflex', 'Rolleiflex', 'Rolleiflex', 'Réseau plate', 'photogrammetry', 'Rolleiflex', 'Rolleiflex', 'Rolleiflex', 'Rolleiflex', 'Réseau plate', 'photogrammetry', 'Rolleiflex', 'Rolleiflex']","['Algorithm', 'Algorithm', 'Algorithm', 'Algorithm', 'General_Concept', 'Application', 'Algorithm', 'Algorithm', 'Algorithm', 'General_Concept', 'Application', 'Algorithm', 'Algorithm', 'Algorithm', 'Algorithm', 'General_Concept', 'Application', 'Algorithm', 'Algorithm']","defaultdict(<class 'list'>, {'Application': ['[""photogrammetry""]'], 'Algorithm': ['[]'], 'General_Concept': ['[""electronics"", ""photogrammetry"", ""interchangeable back"", ""TTL metering"", ""variants"", ""8"", ""121"", ""multiple exposures"", ""bracketing"", ""open-aperture metering"", ""spot metering"", ""hand-grip"", ""viewfinder information"", ""long-film magazine"", ""1/1000 second"", ""ScanPack interface"", ""SRC"", ""ChipPack metric""]']})"
Vehicles without CarPlay can have vehicle audio products from automotive aftermarket suppliers fitted .,['CarPlay'],['General_Concept'],"defaultdict(<class 'list'>, {'General_Concept': ['[]']})"
Pokemon Go incorporated augmented reality to allow players to catch Pokémon while together physically while outside .,"['Pokemon Go', 'augmented reality']","['Application', 'General_Concept']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]']})"
In August 2020 Content Guru won Frost & Sullivan 's 2020 European Contact Center as a Service Technology Innovation Leadership Award .,['Content Guru'],['General_Concept'],"defaultdict(<class 'list'>, {'General_Concept': ['[]']})"
"Evolutionary computing can evolve intelligent agents that appear to act in ways intended to maximize a "" fitness function "" that influences how many descendants each agent is allowed to leave .",['intelligent agents'],['General_Concept'],"defaultdict(<class 'list'>, {'General_Concept': ['[""intelligent agents"", ""fitness function"", ""descendants""]']})"
Many other data structures ( as discussed below ) have proposed methods for verifying each candidate in constant time and thus maintaining the query time while returning no false positives .,['data structures'],['General_Concept'],"defaultdict(<class 'list'>, {'General_Concept': ['[""data structures"", ""methods"", ""candidate"", ""constant time"", ""query time"", ""false positives""]']})"
A LAN Messenger is an instant messaging program for computers designed for use within a single local area network ( LAN ) .,"['LAN Messenger', 'instant messaging', 'local area network', 'LAN']","['Protocol', 'Application', 'General_Concept', 'General_Concept']","defaultdict(<class 'list'>, {'Protocol': ['[]'], 'Application': ['[""instant messaging program""]'], 'General_Concept': ['[]']})"
The DBpedia dataset is interlinked on the RDF level with various other Open Data datasets on the Web .,"['DBpedia', 'dataset', 'datasets']","['Application', 'General_Concept', 'General_Concept']","defaultdict(<class 'list'>, {'Application': ['[]'], 'General_Concept': ['[]']})"
"The horizontal scan frequencies of a CRT include some intervals that occur during the vertical blanking interval , so the horizontal scan rate does not directly correlate to visible display lines unless the quantity of unseen lines are also known .","['horizontal scan frequencies', 'horizontal scan rate']","['General_Concept', 'General_Concept']","defaultdict(<class 'list'>, {'General_Concept': ['[""horizontal scan frequencies"", ""vertical blanking interval"", ""horizontal scan rate"", ""visible display lines"", ""unseen lines""]']})"
"CMN-GOMS stands for Card , Moran and Newell GOMS .","['CMN-GOMS', 'GOMS']","['General_Concept', 'General_Concept']","defaultdict(<class 'list'>, {'General_Concept': ['[""GOMS""]']})"
